item_id,day_index,actual_sales,median_q50,conformal_lower_q10,conformal_upper_q90,recommended_order_qty,interval_width,relative_risk,risk_level,primary_risk_driver,recommended_actions,Demand Trend,Demand Volatility,Seasonality & Events,Data Reliability,Unmapped / Other,risk_driver_demand_volatility,risk_driver_seasonality_and_events,risk_driver_data_reliability
HOUSEHOLD_1_450_CA_1_validation,1910,2,0.03,0.0,2.02,2.0,2.02,67.31089636787738,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",66.39,18.13,3.9,0.12,11.46,81.86,17.62,0.52
FOODS_1_015_CA_1_validation,1897,0,-0.0,0.0,2.01,2.0,2.01,200999.99999999997,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",69.55,16.52,1.86,0.11,11.96,89.34,10.04,0.62
HOBBIES_1_410_WI_1_validation,1909,0,0.0,0.0,1.0,1.0,1.0,99999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",78.98,13.47,2.18,0.11,5.26,85.44,13.85,0.71
HOUSEHOLD_2_261_TX_3_validation,1905,0,0.0,0.0,0.94,1.0,0.94,93999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",76.09,15.64,2.45,0.1,5.71,85.96,13.47,0.57
HOBBIES_1_374_WI_3_validation,1898,1,0.0,0.0,1.0,1.0,1.0,99999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",75.74,13.99,3.0,0.1,7.17,81.86,17.54,0.6
HOBBIES_1_143_WI_2_validation,1897,0,0.0,0.0,1.0,1.0,1.0,99999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",78.58,14.8,1.45,0.09,5.07,90.56,8.86,0.57
HOBBIES_1_271_CA_3_validation,1904,0,0.0,0.0,1.02,1.0,1.02,102000.0,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",78.77,14.96,1.22,0.1,4.95,91.91,7.5,0.59
FOODS_3_349_TX_1_validation,1887,10,11.01,5.12,17.93,17.0,12.809999999999999,1.1634866816651392,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",86.09,8.3,2.59,0.32,2.71,74.09,23.09,2.82
FOODS_2_128_CA_3_validation,1902,3,3.18,0.34,10.81,9.0,10.47,3.2924424765959857,MEDIUM,Seasonality And Events,"['Review upcoming seasonal demand', 'Coordinate with suppliers', 'Validate promotion schedule']",85.86,1.06,7.72,0.05,5.3,12.0,87.41,0.59
HOUSEHOLD_2_238_TX_2_validation,1913,1,0.0,0.0,0.98,1.0,0.98,97999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",76.68,15.1,2.48,0.1,5.64,85.41,14.01,0.59
FOODS_1_104_WI_3_validation,1899,0,0.93,0.0,2.8,3.0,2.8,3.010720314835324,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",44.83,22.29,9.09,0.17,23.61,70.64,28.81,0.55
HOBBIES_1_180_TX_2_validation,1898,0,0.0,0.0,0.06,1.0,0.06,5999.999999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",75.16,15.7,2.76,0.1,6.28,84.57,14.87,0.55
HOUSEHOLD_2_466_CA_3_validation,1898,0,0.91,0.0,2.69,3.0,2.69,2.956011472401402,MEDIUM,Seasonality And Events,"['Review upcoming seasonal demand', 'Coordinate with suppliers', 'Validate promotion schedule']",61.47,4.72,9.54,0.14,24.13,32.78,66.23,0.99
FOODS_3_366_CA_4_validation,1890,0,-0.0,0.0,2.04,2.0,2.04,204000.0,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",72.22,17.52,2.13,0.1,8.03,88.71,10.78,0.51
HOUSEHOLD_1_242_CA_1_validation,1897,2,0.0,0.0,1.72,2.0,1.72,171999.99999999997,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",86.91,6.89,1.51,0.1,4.58,81.0,17.8,1.2
FOODS_3_344_CA_2_validation,1898,1,1.03,0.0,3.03,3.0,3.03,2.941719012436772,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",71.25,8.36,7.92,0.15,12.32,50.91,48.21,0.89
HOUSEHOLD_2_099_WI_3_validation,1897,0,0.0,0.0,0.99,1.0,0.99,98999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",80.29,13.54,1.45,0.09,4.63,89.79,9.59,0.63
FOODS_1_181_TX_3_validation,1909,0,1.92,0.02,4.91,5.0,4.890000000000001,2.54686173509513,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",73.63,9.81,8.14,0.14,8.28,54.22,44.99,0.8
FOODS_3_448_WI_2_validation,1908,0,0.0,0.0,1.05,1.0,1.05,105000.0,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",79.28,15.43,1.89,0.08,3.31,88.66,10.87,0.48
HOBBIES_1_364_CA_4_validation,1891,1,0.09,0.0,1.99,2.0,1.99,22.10865459393401,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",80.44,5.03,4.29,0.12,10.12,53.29,45.48,1.23
FOODS_3_138_CA_1_validation,1910,2,1.15,0.0,3.37,3.0,3.37,2.930409300788689,MEDIUM,Seasonality And Events,"['Review upcoming seasonal demand', 'Coordinate with suppliers', 'Validate promotion schedule']",69.59,2.7,11.83,0.22,15.66,18.29,80.23,1.48
HOUSEHOLD_2_170_WI_2_validation,1904,1,0.0,0.0,1.54,2.0,1.54,154000.0,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",82.19,11.78,1.31,0.09,4.62,89.33,9.97,0.7
HOUSEHOLD_2_344_CA_4_validation,1888,0,0.0,0.0,1.05,1.0,1.05,105000.0,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",79.31,13.07,1.94,0.66,5.02,83.37,12.39,4.24
HOUSEHOLD_2_513_WI_2_validation,1895,0,0.0,0.0,1.0,1.0,1.0,99999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",77.74,14.86,2.52,0.11,4.78,85.0,14.39,0.61
FOODS_1_217_TX_1_validation,1886,0,0.0,0.0,0.81,1.0,0.81,81000.0,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",76.69,19.12,1.85,0.12,2.23,90.67,8.77,0.56
HOUSEHOLD_2_325_TX_1_validation,1887,0,0.0,0.0,0.98,1.0,0.98,97999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",81.01,12.97,1.99,0.11,3.92,86.07,13.21,0.72
HOBBIES_1_088_TX_3_validation,1913,0,0.17,0.0,1.51,2.0,1.51,8.881830480559966,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",74.15,12.49,2.59,0.11,10.65,82.21,17.05,0.74
FOODS_3_256_CA_2_validation,1911,0,0.0,0.0,0.96,1.0,0.96,95999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",80.47,13.27,0.92,0.1,5.24,92.87,6.45,0.68
FOODS_3_628_TX_1_validation,1892,0,1.33,0.0,3.74,4.0,3.74,2.812008932263667,LOW,Seasonality And Events,"['Follow planned seasonal inventory', 'Continue monitoring event calendar', 'No additional action required']",76.79,4.36,7.96,0.15,10.74,34.97,63.79,1.24
FOODS_3_139_CA_1_validation,1891,1,4.84,1.4,8.4,8.0,7.0,1.446278003557844,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",72.8,12.07,6.52,0.09,8.52,64.61,34.93,0.46
HOUSEHOLD_1_539_WI_2_validation,1905,1,1.42,0.0,3.71,4.0,3.71,2.612657657340441,LOW,Seasonality And Events,"['Follow planned seasonal inventory', 'Continue monitoring event calendar', 'No additional action required']",68.09,5.63,8.1,0.21,17.97,40.39,58.08,1.53
FOODS_3_122_TX_3_validation,1888,0,0.36,0.0,2.01,2.0,2.01,5.583178245048748,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",73.78,7.56,6.32,0.15,12.19,53.89,45.01,1.1
FOODS_3_238_TX_1_validation,1886,1,1.01,0.0,3.46,3.0,3.46,3.425708656349937,MEDIUM,Seasonality And Events,"['Review upcoming seasonal demand', 'Coordinate with suppliers', 'Validate promotion schedule']",80.5,6.25,6.63,0.23,6.39,47.69,50.55,1.76
FOODS_3_267_CA_3_validation,1902,2,1.24,0.0,3.39,3.0,3.39,2.7338489205732213,LOW,Seasonality And Events,"['Follow planned seasonal inventory', 'Continue monitoring event calendar', 'No additional action required']",70.56,3.07,11.14,0.31,14.91,21.17,76.69,2.14
FOODS_2_295_TX_3_validation,1903,0,0.59,0.0,2.01,2.0,2.01,3.4067219199674583,MEDIUM,Seasonality And Events,"['Review upcoming seasonal demand', 'Coordinate with suppliers', 'Validate promotion schedule']",73.81,4.6,8.46,0.19,12.94,34.69,63.85,1.46
FOODS_3_180_TX_1_validation,1886,0,0.0,0.0,0.99,1.0,0.99,98999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",80.39,14.65,1.9,0.11,2.95,87.9,11.43,0.67
FOODS_3_589_TX_1_validation,1899,0,0.0,0.0,0.0,1.0,0.0,0.0,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",78.99,13.47,2.6,0.07,4.87,83.44,16.1,0.46
HOBBIES_2_134_WI_3_validation,1888,0,0.0,0.0,0.86,1.0,0.86,85999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",77.7,14.93,2.02,0.11,5.24,87.52,11.83,0.65
FOODS_2_130_CA_1_validation,1900,0,1.1,0.0,3.44,3.0,3.44,3.1272442977791104,MEDIUM,Seasonality And Events,"['Review upcoming seasonal demand', 'Coordinate with suppliers', 'Validate promotion schedule']",84.66,1.37,7.21,0.18,6.58,15.61,82.33,2.05
FOODS_3_685_WI_1_validation,1910,1,0.07,0.0,2.3,2.0,2.3,32.85244965004999,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",63.08,15.74,6.54,0.13,14.51,70.23,29.17,0.6
HOBBIES_2_099_TX_1_validation,1907,0,0.0,0.0,0.86,1.0,0.86,85999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",78.66,15.09,1.89,0.09,4.27,88.39,11.06,0.55
HOUSEHOLD_1_312_CA_1_validation,1911,2,0.0,0.0,1.0,1.0,1.0,99999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",81.92,12.76,0.88,0.1,4.35,92.89,6.41,0.7
HOBBIES_2_052_TX_2_validation,1909,1,0.0,0.0,1.0,1.0,1.0,99999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",78.08,14.81,1.96,0.11,5.04,87.72,11.63,0.65
HOUSEHOLD_1_003_TX_3_validation,1889,0,0.0,0.0,1.0,1.0,1.0,99999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",83.27,11.07,2.1,0.1,3.47,83.47,15.8,0.73
FOODS_3_296_CA_3_validation,1904,2,0.87,0.0,2.92,3.0,2.92,3.3562832611119413,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",78.24,11.51,3.64,0.13,6.48,75.33,23.82,0.86
FOODS_3_777_WI_3_validation,1888,1,0.0,0.0,1.74,2.0,1.74,173999.99999999997,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",79.39,12.6,2.64,0.12,5.25,82.05,17.2,0.75
HOUSEHOLD_1_375_TX_1_validation,1909,0,0.0,0.0,0.92,1.0,0.92,92000.0,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",78.29,16.03,1.84,0.11,3.74,89.19,10.22,0.59
HOUSEHOLD_2_053_TX_2_validation,1911,0,0.0,0.0,1.0,1.0,1.0,99999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",81.2,13.34,0.97,0.1,4.39,92.61,6.73,0.66
HOUSEHOLD_2_413_CA_4_validation,1904,0,0.0,0.0,1.04,1.0,1.04,104000.0,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",81.79,11.92,1.16,0.1,5.03,90.43,8.82,0.75
HOBBIES_1_351_CA_3_validation,1887,2,0.0,0.0,1.32,1.0,1.32,132000.0,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",78.13,13.29,2.5,0.12,5.96,83.56,15.7,0.74
FOODS_3_692_WI_1_validation,1892,0,3.91,0.0,11.39,10.0,11.39,2.913036028040849,MEDIUM,Seasonality And Events,"['Review upcoming seasonal demand', 'Coordinate with suppliers', 'Validate promotion schedule']",77.55,6.01,8.14,0.07,8.23,42.27,57.21,0.53
FOODS_3_582_TX_1_validation,1890,0,1.03,0.0,3.14,3.0,3.14,3.0485140920961933,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",70.83,10.15,6.22,0.17,12.62,61.36,37.62,1.03
FOODS_1_120_WI_3_validation,1911,0,0.0,0.0,0.0,1.0,0.0,0.0,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",81.24,14.53,1.13,0.2,2.9,91.62,7.12,1.25
HOBBIES_1_003_CA_1_validation,1888,0,0.0,0.0,1.33,1.0,1.33,133000.0,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",78.7,12.81,2.3,0.11,6.08,84.16,15.1,0.74
FOODS_3_035_TX_1_validation,1888,0,0.0,0.0,1.96,2.0,1.96,195999.99999999997,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",65.47,19.13,4.38,0.13,10.89,80.91,18.54,0.55
FOODS_2_327_CA_2_validation,1905,0,1.01,0.0,3.34,3.0,3.34,3.30689795150543,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",64.24,10.69,8.56,0.22,16.29,54.92,43.97,1.11
HOBBIES_1_030_CA_3_validation,1912,2,4.47,0.08,12.33,11.0,12.25,2.7404860391811208,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",76.18,6.79,4.86,2.11,10.06,49.36,35.29,15.35
HOUSEHOLD_2_066_CA_4_validation,1906,0,0.0,0.0,1.04,1.0,1.04,104000.0,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",76.69,14.0,2.56,0.1,6.65,84.0,15.37,0.63
HOUSEHOLD_1_243_CA_4_validation,1907,1,1.03,0.0,2.91,3.0,2.91,2.8252152891719495,MEDIUM,Seasonality And Events,"['Review upcoming seasonal demand', 'Coordinate with suppliers', 'Validate promotion schedule']",88.47,3.33,5.24,0.19,2.77,37.96,59.81,2.22
FOODS_3_083_WI_3_validation,1893,2,1.07,0.0,2.82,3.0,2.82,2.635489387949645,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",83.33,6.88,5.91,0.2,3.68,52.96,45.52,1.52
HOUSEHOLD_2_063_TX_1_validation,1909,0,0.0,0.0,0.51,1.0,0.51,51000.0,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",77.61,16.42,1.85,0.11,4.01,89.34,10.09,0.58
HOUSEHOLD_2_111_WI_1_validation,1893,0,0.0,0.0,1.0,1.0,1.0,99999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",78.66,16.55,1.97,0.11,2.72,88.85,10.57,0.58
HOUSEHOLD_1_504_WI_2_validation,1894,0,0.0,0.0,0.98,1.0,0.98,97999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",79.26,13.08,2.52,0.11,5.04,83.25,16.07,0.68
HOUSEHOLD_2_180_CA_2_validation,1912,0,0.1,0.0,2.05,2.0,2.05,20.4979502049795,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",68.75,15.75,3.76,0.12,11.62,80.24,19.17,0.59
FOODS_2_189_CA_3_validation,1888,0,1.65,0.0,3.94,4.0,3.94,2.3878643159738426,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",73.5,9.11,7.92,0.21,9.25,52.83,45.93,1.23
FOODS_3_516_TX_3_validation,1894,7,7.53,2.42,13.5,13.0,11.08,1.4714455890496825,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",82.24,7.34,4.81,0.14,5.48,59.73,39.15,1.12
HOBBIES_1_243_CA_4_validation,1903,0,0.0,0.0,0.19,1.0,0.19,19000.0,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",74.73,18.66,1.85,0.06,4.69,90.69,9.0,0.31
HOUSEHOLD_2_342_TX_1_validation,1892,0,2.33,0.0,5.53,5.0,5.53,2.3733803717580613,LOW,Seasonality And Events,"['Follow planned seasonal inventory', 'Continue monitoring event calendar', 'No additional action required']",66.27,6.45,10.82,0.25,16.2,36.82,61.73,1.45
HOUSEHOLD_1_338_TX_3_validation,1888,0,1.62,0.1,4.77,4.0,4.67,2.882698254949043,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",81.82,6.13,5.35,0.11,6.6,52.9,46.13,0.97
FOODS_1_087_TX_2_validation,1911,2,3.14,0.56,6.82,6.0,6.26,1.9936242241266746,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",83.76,7.5,3.49,0.17,5.07,67.19,31.29,1.52
HOUSEHOLD_2_232_WI_2_validation,1907,0,0.0,0.0,1.0,1.0,1.0,99999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",81.65,13.08,2.14,0.11,3.02,85.3,13.96,0.74
HOBBIES_1_109_CA_1_validation,1897,1,0.0,0.0,1.67,2.0,1.67,166999.99999999997,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",85.77,6.34,1.7,0.11,6.08,77.84,20.86,1.3
HOUSEHOLD_1_408_TX_1_validation,1900,0,0.0,0.0,1.7,2.0,1.7,169999.99999999997,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",87.72,4.59,3.2,0.13,4.36,57.95,40.46,1.59
HOUSEHOLD_2_142_TX_2_validation,1898,3,1.88,0.0,4.13,4.0,4.13,2.1967968255488004,LOW,Seasonality And Events,"['Follow planned seasonal inventory', 'Continue monitoring event calendar', 'No additional action required']",66.9,7.71,9.57,0.27,15.56,43.92,54.52,1.56
HOUSEHOLD_2_159_TX_3_validation,1895,3,0.08,0.0,1.97,2.0,1.97,24.621922259717536,MEDIUM,Seasonality And Events,"['Review upcoming seasonal demand', 'Coordinate with suppliers', 'Validate promotion schedule']",72.51,5.54,6.95,0.15,14.85,43.86,54.97,1.18
HOUSEHOLD_2_028_WI_3_validation,1904,0,0.0,0.0,1.0,1.0,1.0,99999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",80.5,13.54,1.34,0.1,4.53,90.43,8.93,0.64
FOODS_3_395_CA_4_validation,1892,0,0.92,0.0,2.48,3.0,2.48,2.6956228736644166,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",51.16,12.05,10.12,0.14,26.52,53.99,45.37,0.65
FOODS_3_546_WI_1_validation,1910,1,1.1,0.0,2.91,3.0,2.91,2.645430496086399,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",69.08,10.4,6.8,0.17,13.54,59.88,39.12,1.01
FOODS_2_294_TX_1_validation,1891,0,1.34,0.0,5.21,5.0,5.21,3.888030686338161,MEDIUM,Seasonality And Events,"['Review upcoming seasonal demand', 'Coordinate with suppliers', 'Validate promotion schedule']",71.34,5.98,8.12,0.17,14.39,41.91,56.89,1.21
HOUSEHOLD_1_044_WI_2_validation,1910,0,0.0,0.0,0.98,1.0,0.98,97999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",78.51,16.05,1.89,0.08,3.47,89.05,10.49,0.46
HOUSEHOLD_2_158_WI_3_validation,1888,0,0.0,0.0,0.0,1.0,0.0,0.0,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",80.17,14.55,1.95,0.08,3.25,87.72,11.77,0.51
HOBBIES_1_311_WI_2_validation,1905,1,0.0,0.0,1.15,1.0,1.15,114999.99999999999,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",78.69,11.14,2.8,0.1,7.28,79.35,19.91,0.74
HOUSEHOLD_1_378_CA_3_validation,1892,0,0.0,0.0,1.53,2.0,1.53,153000.0,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",75.99,13.17,3.14,0.1,7.59,80.24,19.13,0.63
HOUSEHOLD_1_029_WI_1_validation,1907,0,0.0,0.0,0.02,1.0,0.02,1999.9999999999998,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",79.27,16.67,1.74,0.11,2.22,90.04,9.38,0.57
HOUSEHOLD_2_514_WI_1_validation,1908,0,0.0,0.0,0.95,1.0,0.95,94999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",79.86,13.36,2.01,0.11,4.66,86.32,12.97,0.71
